1_id	1_span	1_anno_scriptorium:func	1_anno_scriptorium:lemma	1_anno_scriptorium:new_sent	1_anno_scriptorium:norm	1_anno_scriptorium:orig	1_anno_scriptorium:pos	2_id	2_span	2_anno_scriptorium:func	2_anno_scriptorium:lang	2_anno_scriptorium:lemma	2_anno_scriptorium:new_sent	2_anno_scriptorium:norm	2_anno_scriptorium:orig	2_anno_scriptorium:pos
6147363	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6147366	ϩⲓ̈ϫⲙ̄	case	'NULL'	ϩⲓϫⲛ	'NULL'	ϩⲓϫⲙ	'NULL'	PREP
6147508	ⲁⲛⲟⲕ	dislocated	ⲁⲛⲟⲕ	true	ⲁⲛⲟⲕ	'NULL'	PPERI	6147517	ϩⲱ	advmod	'NULL'	ϩⲱⲱ	'NULL'	ϩⲱ	'NULL'	IMOD
6147635	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6147638	ϩⲱ ⲗ︤ϭ︥	advcl	'NULL'	ϩⲱⲗϭ	'NULL'	ϩⲱⲗϭ	'NULL'	V
6147687	ⲁⲛⲟⲕ	dislocated	ⲁⲛⲟⲕ	true	ⲁⲛⲟⲕ	'NULL'	PPERI	6147696	ϩⲱ	advmod	'NULL'	ϩⲱⲱ	'NULL'	ϩⲱ	'NULL'	IMOD
6147755	ⲕ	obl	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6147758	ϩⲙ	case	'NULL'	ϩⲛ	'NULL'	ϩⲙ	'NULL'	PREP
6148231	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6148235	ϩⲟⲙⲟⲗⲟⲅⲉⲓ	ccomp	'NULL'	ϩⲟⲙⲟⲗⲟⲅⲉⲓ	'NULL'	ϩⲟⲙⲟⲗⲟⲅⲉⲓ	'NULL'	V
6148485	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6148489	ϩⲟⲙⲟⲗⲟⲅⲉⲓ	conj	'NULL'	ϩⲟⲙⲟⲗⲟⲅⲉⲓ	'NULL'	ϩⲟⲙⲟⲗⲟⲅⲉⲓ	'NULL'	V
6148593	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6148597	ϩⲟⲙⲟⲗⲟⲅⲉⲓ	advcl	'NULL'	ϩⲟⲙⲟⲗⲟⲅⲉⲓ	'NULL'	ϩⲟⲙⲟⲗⲟⲅⲉⲓ	'NULL'	V
6149121	ⲕ	obl	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6149124	ϩⲙ̄	case	'NULL'	ϩⲛ	'NULL'	ϩⲙ	'NULL'	PREP
6162370	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6162373	ϩ	case	'NULL'	ϩⲛ	'NULL'	ϩⲙ	'NULL'	PREP
